T,R,returnCode,area,numCAT,adjPMean,c,d_a,
 1,   1,   0,     0.6156372038,   5,     0.6156372038,     0.0257521733,     0.4158385867
 1,   2,   6,     0.5000046370,   4,     0.5000046370,    -0.0000000009,     0.0000000012
 1,   3,   0,     0.6362351976,   4,     0.6362351976,     0.0337161532,     0.4927312112
 1,   4,   0,     0.5615425892,   4,     0.5615425892,     0.0117634935,     0.2190353686
 1,   5,   6,     0.5846174727,   5,     0.5846174727,    -0.1337049481,     0.0000296512
 2,   1,   0,     0.5334301059,   5,     0.5334301059,    -0.0058468719,     0.1186456724
 2,   2,   6,     0.5152708581,   4,     0.5152708581,    -0.0239918026,     0.0000173084
 2,   3,   6,     0.5752197735,   4,     0.5752197735,    -0.1187076850,     0.0000478170
 2,   4,   6,     0.5540032080,   4,     0.5540032080,     0.0850319055,     0.0000031843
 2,   5,   6,     0.6126276325,   6,     0.6126276325,    -0.1787840524,     0.0001206316
 3,   1,   0,     0.7266237653,   5,     0.7266237653,     0.1272495998,     0.8498773560
 3,   2,   6,     0.7060987428,   3,     0.7060987428,    -0.3355442092,     0.0001074792
 3,   3,   0,     0.7154182077,   5,     0.7154182077,     0.0185712114,     0.8050888172
 3,   4,   6,     0.6628729171,   3,     0.6628729171,    -0.2615720785,     0.0001829027
 3,   5,   0,     0.7919035292,   3,     0.7919035292,     0.1017121198,     1.1498122298
 4,   1,   0,     0.6616850890,   5,     0.6616850890,    -0.0170151793,     0.5898209951
 4,   2,   6,     0.6725780499,   3,     0.6725780499,    -0.2779264071,     0.0000138795
 4,   3,   0,     0.7165541792,   6,     0.7165541792,     0.0483121255,     0.8098286320
 4,   4,   6,     0.6220816706,   4,     0.6220816706,    -0.1941510290,     0.0001032544
 4,   5,   0,     0.6866522664,   4,     0.6866522664,    -0.0949074984,     0.6869072348
